polity_id,year,urban_pop
Nepal,1800,25000.0
Nepal,1850,59407.21649484536
Nepal,1900,105000.0
Netherlands,1950,1347000.0
Netherlands Antilles,1900,31000.0
New Kingdom of Egypt,-1500,178402.77777777778
New Kingdom of Egypt,-1250,290625.0
New Kingdom of Egypt,-1000,337987.012987013
New Kingdom of Egypt,-950,276233.7662337662
New Kingdom of Egypt,-900,269480.51948051946
New Kingdom of Egypt,-850,272727.2727272727
Nguyễn dynasty,1850,183839.0
Nguyễn lords,1600,50000.0
Nguyễn lords,1650,52777.77777777778
Nguyễn lords,1700,59000.0
Nguyễn lords,1750,68000.0
Ngô Dynasty,1350,45000.0
Ngô Dynasty,1400,46000.0
Nicaean Empire,1250,291336.06435274845
Norman England,1100,40988.750813159124
Norman England,1150,10682.242990654206
Norman Italy,1100,135614.21319796954
Northern Fujiwara,1100,50000.0
Northern Fujiwara,1150,50000.0
Northern Song,1000,3305523.7735896087
Northern Wei,400,100000.0
Northern Wei,450,289118.77394636016
Northern Wei,500,2254249.877398802
Novgorod Republic,1100,30195.652173913044
Novgorod Republic,1150,35597.82608695652
Novgorod Republic,1200,41000.0
Novgorod Republic,1300,30000.0
Novgorod Republic,1350,37500.0
Novgorod Republic,1400,45000.0
Novgorod Republic,1450,60000.0
Old Kingdom of Norway,1300,15000.0
Old Kingdom of Norway,1350,14865.138592750533
Old Kingdom of Norway,1400,14730.277185501067
Omani Slave Coast,1850,60000.0
Oriental Republic of Uruguay,1900,268000.0
Oriental Republic of Uruguay,1950,797000.0
Oriental Republic of Uruguay,2000,13303000.0
Oriental Republic of Uruguay,2015,13303000.0
Ostrogothic Kingdom,500,263250.569476082
Ostrogothic Kingdom,550,75000.0
Ottoman Empire,1350,122193.16603063504
Ottoman Empire,1400,310880.17871428054
Ottoman Empire,1450,493565.8661342731
Ottoman Empire,1500,719687.4261492211
Ottoman Empire,1550,2634620.9155116235
Ottoman Empire,1600,2839384.7692454658
Ottoman Empire,1650,2601281.413797348
Ottoman Empire,1700,2609736.2620706116
Ottoman Empire,1750,2472350.719069045
Ottoman Empire,1800,2597165.189212368
Ottoman Empire,1850,1722931.18141635
Ottoman Empire,1900,2742102.100550964
Ottoman Tripolitania,1850,25000.0
Ottoman Tripolitania,1900,30000.0
Oyo Empire,1700,98823.5294117647
Oyo Empire,1750,75000.0
Oyo Empire,1800,104000.0
Pagan Kingdom,1050,74567.06281833616
Pagan Kingdom,1100,171595.92529711375
Pagan Kingdom,1150,218624.78777589134
Pagan Kingdom,1200,245653.65025466893
Pagan Kingdom,1250,242682.51273344652
Pahlavi Dynasty,1950,1737000.0
Pala Empire,800,392672.98763774685
Pala Empire,850,209105.55462325894
Pala Empire,900,119548.02259887005
Pala Empire,950,116723.16384180791
Pala Empire,1000,113898.30508474576
Pala Empire,1050,111073.4463276836
Pala Empire,1100,108248.58757062146
Pala Empire,1150,105423.72881355931
Pandya Dynasty,600,169157.08812260535
Pandya Dynasty,650,170000.0
Pandya Dynasty,700,170000.0
Pandya Dynasty,750,70000.0
Pandya Dynasty,800,70000.0
Pandya Dynasty,850,60000.0
Pandya Dynasty,900,150000.0
Pandya Empire,1250,142909.89854022156
Pandya Empire,1300,235435.3928978155
Papal States,800,50000.0
Papal States,850,45000.0
Papal States,900,40000.0
Papal States,950,36428.57142857143
Papal States,1000,35000.0
Papal States,1050,35000.0
Papal States,1100,35000.0
Papal States,1150,35000.0
Papal States,1200,35000.0
Papal States,1250,32500.0
Papal States,1300,93000.0
Papal States,1350,85447.33044733045
Papal States,1400,101000.0
Papal States,1450,113931.03448275862
Papal States,1500,131000.0
Papal States,1550,160194.8051948052
Papal States,1600,197844.0
Papal States,1650,203877.55
Papal States,1700,228000.0
Papal States,1750,242000.0
Papal States,1800,236948.0
Papal States,1850,267500.0
Paraguay,1850,44000.0
Paraguay,1900,51000.0
Paraguay,1950,205000.0
Paramara Dynasty,1000,69251.47182506308
Paramara Dynasty,1050,163410.42893187553
Paramara Dynasty,1100,147569.38603868795
Paramara Dynasty,1150,121728.34314550042
Paramara Dynasty,1200,65887.30025231287
Parthian Empire,-100,550000.0
Parthian Empire,-50,349504.95049504953
Parthian Empire,0,399009.900990099
Parthian Empire,50,500000.0
Parthian Empire,100,500000.0
Parthian Empire,150,100000.0
Parthian Empire,200,100000.0
Peloponnesian League,-400,354604.74308300397
Peloponnesian League,-350,36521.739130434784
People's Democratic Republic of Algeria,2000,2525000.0
People's Democratic Republic of Algeria,2015,2525000.0
People's Republic of Bangladesh,2000,4761000.0
People's Republic of Bangladesh,2015,4761000.0
People's Republic of Bulgaria,1950,437000.0
People's Republic of China,1950,31812490.592128243
People's Republic of China,2000,155106000.0
People's Republic of China,2015,155106000.0
Polish-Lithuanian Commonwealth,1600,242438.72113637172
Polish-Lithuanian Commonwealth,1650,289766.2745807839
Polish-Lithuanian Commonwealth,1700,244470.19465329993
Polish-Lithuanian Commonwealth,1750,261680.87802840435
Pomerania,1150,7000.0
Portuguese Colonies,1650,69927.74982027318
Portuguese Colonies,1700,39500.0
Portuguese Colonies,1800,14032.16
Portuguese Colonies,1850,43686.16
Portuguese Colonies,1900,63000.0
Portuguese Empire,1700,46833.33333333333
Portuguese Empire,1750,126000.0
Principality of Achaea,1250,25769.23076923077
Principality of Achaea,1300,24871.79487179487
Principality of Achaea,1400,23076.923076923078
Principality of Antioch,1100,30000.0
Principality of Antioch,1150,40000.0
Principality of Antioch,1200,34491.52542372882
Principality of Antioch,1250,28983.050847457627
Principality of Bulgaria,1900,109000.0
Principality of Kiev,1100,50000.0
Principality of Kiev,1150,40000.0
Principality of Kiev,1200,30000.0
Principality of Moldavia,1400,14400.0
Principality of Moldavia,1450,13100.0
Principality of Moldavia,1500,44800.0
Principality of Moldavia,1550,33500.0
Principality of Moldavia,1600,134147.0588235294
Principality of Moldavia,1650,19500.0
Principality of Moldavia,1700,16800.0
Principality of Moldavia,1750,34100.0
Principality of Moldavia,1800,27400.0
Principality of Ryazan,1200,18000.0
Principality of Smolensk,1150,40000.0
Principality of Smolensk,1200,35000.0
Principality of Smolensk,1300,25000.0
Principality of Smolensk,1350,25000.0
Principality of Smolensk,1400,25000.0
Principality of Transylvania,1650,12000.0
Principality of Wallachia,1400,25000.0
Principality of Wallachia,1450,40000.0
Principality of Wallachia,1500,50000.0
Principality of Wallachia,1550,83920.58823529413
Principality of Wallachia,1650,161833.17853457172
Principality of Wallachia,1700,120000.0
Principality of Wallachia,1750,86500.0
Principality of Wallachia,1800,88000.0
Prome Kingdom,1500,47826.825127334465
Pskov Republic,1300,23000.0
Pskov Republic,1350,26500.0
Pskov Republic,1400,30000.0
Pskov Republic,1450,37500.0
Pskov Republic,1500,45000.0
Ptolemaic Kingdom,-325,583029.823560797
Ptolemaic Kingdom,-300,721132.1625038439
Ptolemaic Kingdom,-250,787336.8403899377
Ptolemaic Kingdom,-200,1325541.5182760316
Ptolemaic Kingdom,-150,1271255.2429023017
Ptolemaic Kingdom,-100,1505167.450461568
Ptolemaic Kingdom,-50,1174049.9550505374
Pyu City-States,600,100000.0
Pyu City-States,650,198336.16298811545
Pyu City-States,700,195365.02546689304
Pyu City-States,750,192393.88794567063
Pyu City-States,800,189422.75042444823
Pyu City-States,850,86451.6129032258
Pyu City-States,900,83480.4753820034
Pyu City-States,950,80509.33786078099
Pyu City-States,1000,77538.20033955858
Qajar Dynasty,1800,417503.53990502213
Qajar Dynasty,1850,506843.7851837197
Qajar Dynasty,1900,862000.0
Qara Qoyunlu,1400,63619.565217391304
Qara Qoyunlu,1450,516496.7815396813
Qarlugs,800,19968.75
Qasimids,1650,20000.0
Qasimids,1700,26666.666666666668
Qasimids,1750,33333.333333333336
Qasimids,1800,40000.0
Qing Dynasty,1650,3057537.85704805
Qing Dynasty,1700,5372515.646271118
Qing Dynasty,1750,6171273.263245531
Qing Dynasty,1800,7911657.5174666615
Qing Dynasty,1850,9474837.504733011
Qing Dynasty,1900,11158109.939507676
Ramadanid Emirate,1400,38000.0
Ramadanid Emirate,1450,37000.0
Ramadanid Emirate,1500,36000.0
Rashidun Caliphate,650,1344187.5833454095
Rashtrakuta Dynasty,800,163984.45808667486
Rashtrakuta Dynasty,850,120865.12448341338
Rashtrakuta Dynasty,900,317745.7908801519
Rashtrakuta Dynasty,950,53197.885848319
Rattanakosin Kingdom,1800,168750.0
Rattanakosin Kingdom,1850,196522.72727272726
Rattanakosin Kingdom,1900,304595.5140186916
Regency of Algiers,1750,51563.899613899615
Regency of Algiers,1800,49909.113463694106
Republic of Armenia,2000,1249000.0
Republic of Armenia,2015,1249000.0
Republic of Baden,1850,35100.08
Republic of Belarus,2000,1677000.0
Republic of Belarus,2015,1677000.0
Republic of Brazil,2000,36294000.0
Republic of Brazil,2015,36294000.0
Republic of Chile,1850,129000.0
Republic of Chile,1900,603000.0
Republic of Chile,1950,1548000.0
Republic of Chile,2000,4788000.0
Republic of Chile,2015,4788000.0
Republic of China,1950,1147000.0
Republic of China,2000,4609000.0
Republic of China,2015,4609000.0
Republic of Colombia,1900,192000.0
Republic of Colombia,1950,1400000.0
Republic of Colombia,2000,11850000.0
Republic of Colombia,2015,11850000.0
Republic of Cuba,1950,1090000.0
Republic of Côte d'Ivoire,2000,1929000.0
Republic of Côte d'Ivoire,2015,1929000.0
Republic of Ecuador,1850,72769.23076923077
Republic of Ecuador,1900,131000.0
Republic of Ecuador,1950,467000.0
Republic of Ecuador,2000,3733000.0
Republic of Ecuador,2015,3733000.0
Republic of El Salvador,1900,59000.0
Republic of El Salvador,1950,519666.6666666667
Republic of Florence,1500,106000.0
Republic of Florence,1550,92602.40963855422
Republic of Florence,1600,119237.55944055945
Republic of Florence,1650,121399.02409111924
Republic of Florence,1700,119928.2331021729
Republic of Genoa,1350,55000.0
Republic of Genoa,1400,75000.0
Republic of Genoa,1450,60000.0
Republic of Haiti,1950,387000.0
Republic of India,1950,17784763.452203136
Republic of India,2000,40267000.0
Republic of India,2015,40267000.0
Republic of Indonesia,1950,4112000.0
Republic of Indonesia,2000,39117000.0
Republic of Indonesia,2015,39117000.0
Republic of Iraq,2015,3841000.0
Republic of Italy,1950,5030000.0
Republic of Italy,2000,3954000.0
Republic of Italy,2015,3954000.0
Republic of Kenya,2000,1346000.0
Republic of Kenya,2015,1346000.0
Republic of Korea,1950,2654000.0
Republic of Korea,2000,21332000.0
Republic of Korea,2015,21332000.0
Republic of New Granada,1850,53000.0
Republic of Peru,1850,154369.15384615384
Republic of Peru,1900,122000.0
Republic of Peru,1950,923000.0
Republic of Peru,2000,7201000.0
Republic of Peru,2015,7201000.0
Republic of Pisa,1050,14500.0
Republic of Pisa,1100,20000.0
Republic of Pisa,1150,20000.0
Republic of Pisa,1200,35000.0
Republic of Pisa,1250,64000.0
Republic of Pisa,1300,43000.0
Republic of Pisa,1350,45000.0
Republic of Pisa,1400,42000.0
Republic of Poland,2000,1615000.0
Republic of Poland,2015,1615000.0
Republic of Senegal,2000,1097000.0
Republic of Senegal,2015,1097000.0
Republic of Singapore,2000,3894000.0
Republic of Singapore,2015,3894000.0
Republic of Sudan,2000,1271000.0
Republic of Sudan,2015,1271000.0
Republic of Turkey,1950,517000.0
Republic of Turkey,2000,5091000.0
Republic of Turkey,2015,5091000.0
Republic of Uzbekistan,2000,2142000.0
Republic of Uzbekistan,2015,2142000.0
Republic of Venice,1400,35000.0
Republic of Venice,1450,96944.78865505074
Republic of Venice,1500,134762.77372262772
Republic of Venice,1550,166091.09223376078
Republic of Venice,1600,150150.94339622642
Republic of Venice,1650,137684.89432783274
Republic of Venice,1700,160431.6508090093
Republic of Venice,1750,147779.92277992278
Republic of Zimbabwe,2000,1189000.0
Republic of Zimbabwe,2015,1189000.0
Republic of the Philippines,1950,1400000.0
Republic of the Philippines,2000,5672000.0
Republic of the Philippines,2015,5672000.0
Roman Empire,0,3570278.504984077
Roman Empire,50,3948750.8070495646
Roman Empire,100,4273704.349965917
Roman Empire,150,4444220.028552569
Roman Empire,200,4714735.707139222
Roman Empire,250,3905251.3857258754
Roman Empire,300,3985767.064312528
Roman Empire,350,3302532.742899181
Roman Republic,-325,342216.9811320755
Roman Republic,-320,351132.07547169813
Roman Republic,-300,386792.4528301887
Roman Republic,-250,550345.5701394586
Roman Republic,-200,607594.3396226414
Roman Republic,-150,719995.283018868
Roman Republic,-100,1394396.2264150945
Roman Republic,-50,2253047.8722408162
Romania,2000,2016000.0
Romania,2015,2016000.0
Rouran Khaganate,450,150000.0
Rouran Khaganate,500,200000.0
Russian Empire,1750,461628.56780644285
Russian Empire,1800,851065.6302374875
Russian Empire,1850,2113720.5460784314
Russian Empire,1900,10504311.475409836
Russian Federation,2000,10649000.0
Russian Federation,2015,16379000.0
Saadi Sultanate,1600,308791.6046175723
Saadi Sultanate,1650,283724.1063997343
Sabaeans,-650,45000.0
Safavid Dynasty,1550,534546.2312763246
Safavid Dynasty,1600,377127.2504225462
Safavid Dynasty,1650,900888.3253198825
Safavid Dynasty,1700,979197.7603155031
Samanid Empire,900,794619.8630136986
Samanid Empire,950,886033.699336252
Sarbadars,1350,55963.455149501664
Sasanian Empire,250,100000.0
Sasanian Empire,300,200000.0
Sasanian Empire,350,275000.0
Sasanian Empire,400,692086.3309352518
Sasanian Empire,450,821043.165467626
Sasanian Empire,500,850000.0
Sasanian Empire,550,1047233.606557377
Sasanian Empire,600,1144467.213114754
Satavahana Dynasty,-200,60000.0
Satavahana Dynasty,0,100000.0
Satavahana Dynasty,50,100000.0
Satavahana Dynasty,100,100000.0
Sayyid Dynasty,1450,88342.3973727422
Second Athenian League,-350,135606.0606060606
Second Bulgarian Empire,1200,61320.75471698113
Second Bulgarian Empire,1250,72900.94339622642
Second Bulgarian Empire,1300,54481.1320754717
Second Bulgarian Empire,1350,67662.38223193945
Second Republic of Austria,1950,1979000.0
Second Republic of Austria,2000,1560000.0
Second Republic of Austria,2015,1560000.0
Second Syrian Republic,1950,941000.0
Seleucid Empire,-300,345000.0
Seleucid Empire,-250,295000.0
Seleucid Empire,-200,760000.0
Seleucid Empire,-150,756039.8230088495
Seleucid Empire,-100,446171.9342604298
Sena Dynasty,1200,60000.0
Serbia-Montenegro,2000,1594000.0
Serbia-Montenegro,2015,1594000.0
Serbs,1850,26514.783393501806
Serbs,1900,69000.0
Shan States,1550,60000.0
Shang Dynasty,-1250,120000.0
Shaybanids,1500,50000.0
Shu Han,250,272066.5236051502
Shunga Empire,-150,764102.4447110334
Shunga Empire,-100,671799.9464562873
Sikh Confederacy,1800,40000.0
Sikh Empire,1800,80013.98601398601
Sind-Habbari Dynasty,900,94030.41825095058
Sind-Habbari Dynasty,950,95361.21673003802
Sind-Habbari Dynasty,1000,96692.01520912547
Sind-Habbari Dynasty,1050,90522.81368821292
Sind-Habbari Dynasty,1100,84353.61216730038
Sind-Habbari Dynasty,1150,83149.1993787822
Sind-Habbari Dynasty,1200,81944.78659026402
Sind-Samma Dynasty,1350,78331.54822470948
Sind-Samma Dynasty,1400,77127.13543619128
Sind-Samma Dynasty,1450,75922.7226476731
Sind-Samma Dynasty,1500,74718.30985915492
Socialist Federal Republic of Yugoslavia,1950,1040000.0
Socialist Republic of Romania,1950,1100000.0
Socialist Republic of Vietnam,2000,1073000.0
Socialist Republic of Vietnam,2015,1073000.0
Sokoto Caliphate,1850,353672.4137931034
Sokoto Caliphate,1900,210000.0
Songhai Empire,1500,85000.0
Songhai Empire,1550,100000.0
South Africa,1950,2365000.0
Southern Chu,950,37099.451840250586
Southern Ming,1650,1884273.6433674025
Southern Qi,500,1105722.9858559736
Southern Song,1050,2625991.3153898413
Southern Song,1100,2862294.8465863476
Southern Song,1150,1108828.6813788477
Southern Song,1200,1337266.7421814152
Southern Song,1250,1435956.9608787196
Southern Wu,950,205208.92351274786
Spanish Empire,1550,305153.1456176486
Spanish Empire,1700,628942.2961681109
Spanish Empire,1800,275105.48049981066
Sri Lanka,1950,600000.0
State of Libya,2015,1500000.0
Sui Dynasty,600,3212909.7107331194
Sukhothai Kingdom,1300,32500.0
Sukhothai Kingdom,1350,40000.0
Sultan of Yogyakarta,1800,37000.0
Sultanate of Aceh,1550,31500.0
Sultanate of Aceh,1600,49909.09090909091
Sultanate of Aceh,1650,60000.0
Sultanate of Aceh,1700,48000.0
Sultanate of Aceh,1750,45000.0
Sultanate of Aceh,1800,40000.0
Sultanate of Aceh,1850,34186.04651162791
Sultanate of Aceh,1900,30000.0
Sultanate of Banten,1600,50000.0
Sultanate of Banten,1650,50000.0
Sultanate of Bengal,1350,70000.0
Sultanate of Bengal,1400,100000.0
Sultanate of Bengal,1450,150000.0
Sultanate of Bengal,1500,335649.7175141243
Sultanate of Brunei,1400,29090.909090909092
Sultanate of Brunei,1450,34545.454545454544
Sultanate of Brunei,1500,40000.0
Sultanate of Brunei,1550,35098.03921568627
Sultanate of Brunei,1600,30196.07843137255
Sultanate of Brunei,1650,27090.909090909092
Sultanate of Brunei,1700,24060.60606060606
Sultanate of Brunei,1750,21030.303030303032
Sultanate of Brunei,1800,18000.0
Sultanate of Brunei,1850,14078.43137254902
Sultanate of Muscat and Oman,1900,40000.0
Sultanate of Oman,1800,12000.0
Sultanate of Oman,1850,60000.0
Sultanate of Palembang,1800,25000.0
Sultanate of Rum,1100,71639.72027972028
Sultanate of Rum,1150,80139.86013986015
Sultanate of Rum,1200,173640.0
Sultanate of Rum,1250,118049.23076923077
Sumerian City-States,-2000,320000.0
Sur Empire,1550,1127034.4176115505
Swedish Empire,1650,79398.63826188998
Swedish Empire,1700,90659.02904328018
Swedish Empire,1750,65259.38952164009
Swedish Empire,1800,79247.0
Swiss Confederation,1550,10975.0
Swiss Confederation,1900,402000.0
Swiss Confederation,1950,651000.0
Syria,2000,2976000.0
Syria,2015,1394000.0
Taifa of Murcia,1150,41245.28301886792
Taliban,2000,1424000.0
Tang Dynasty,650,3473846.304025222
Tang Dynasty,700,4128062.4776985943
Tang Dynasty,750,4281341.206129927
Tang Dynasty,800,4294537.690319024
Tang Dynasty,850,3489547.778724714
Tang Dynasty,900,3362832.34364427
Tanzania,2000,1361000.0
Tanzania,2015,1361000.0
Tenochtitlan,1350,70000.0
Tenochtitlan,1400,60000.0
Teutonic Order,1500,10842.105263157895
Thanjavur Maratha Kingdom,1700,30000.0
Thanjavur Maratha Kingdom,1750,55000.0
Thirtieth Dynasty of Egypt,-350,258075.8383801862
Tibet,1400,86666.66666666667
Tibet,1450,85555.55555555556
Tibet,1500,84444.44444444444
Tibet,1550,83333.33333333333
Tibet,1600,82222.22222222222
Tibet,1650,81111.11111111111
Tibet,1700,80000.0
Tibet,1750,50000.0
Tibetan Empire,800,267889.6338974088
Tibetans,850,98888.88888888889
Tibetans,900,97777.77777777778
Tibetans,950,96666.66666666667
Tibetans,1000,95555.55555555556
Tibetans,1050,94444.44444444444
Tibetans,1100,93333.33333333333
Tibetans,1150,92222.22222222222
Tibetans,1200,91111.11111111111
Timurid Empire,1400,994232.7848238946
Timurid Empire,1450,634306.4473688435
Timurid Empire,1500,124092.77069511203
Tokugawa Shogunate,1600,210000.0
Tokugawa Shogunate,1650,1727529.030074137
Tokugawa Shogunate,1700,2042882.1163905417
Tokugawa Shogunate,1750,2158458.4568290496
Tokugawa Shogunate,1800,2340473.444326381
Tokugawa Shogunate,1850,2418056.642736571
Trịnh lords,1600,37698.11320754717
Trịnh lords,1650,35622.64150943396
Trịnh lords,1700,40000.0
Trịnh lords,1750,50000.0
Tsardom of Russia,1550,231989.3600630188
Tsardom of Russia,1600,252564.8130030837
Tsardom of Russia,1650,209822.47801072834
Tsardom of Russia,1700,279330.69036233565
Tughlaq Dynasty,1350,470784.39844562486
Tughlaq Dynasty,1400,358407.3783359498
Tulunids,900,1428899.3306140655
Turk Shahis,650,42251.71232876713
Turks,700,158146.06741573033
Turks,750,166573.03370786516
Tver,1300,27000.0
Tver,1350,23500.0
Tver,1400,20000.0
Tver,1450,19420.289855072464
Twenty-sixth Dynasty of Egypt,-600,188961.03896103895
Twenty-sixth Dynasty of Egypt,-550,192207.7922077922
Twenty-third Dynasty of Egypt,-800,175974.02597402598
Twenty-third Dynasty of Egypt,-750,179220.77922077922
Tây Sơn dynasty,1800,110000.0
Ukraine,2000,6242000.0
Ukraine,2015,6242000.0
Umayyad Caliphate,700,2662757.035598143
Umayyad Caliphate,750,2244323.8902366264
Unified Silla,700,57936.50793650794
Unified Silla,750,56613.75661375662
Unified Silla,800,55291.00529100529
Unified Silla,850,53968.253968253965
Unified Silla,900,52645.502645502645
Union of Myanmar,2000,2513000.0
Union of Myanmar,2015,2513000.0
Union of Soviet Socialist Republics,1950,30732000.0
United Kingdoms of Sweden and Norway,1850,122330.0
United Kingdoms of Sweden and Norway,1900,898000.0
United Principalities of Moldavia and Wallachia,1900,567000.0
United States of America,1800,243276.76623376622
United States of America,1850,2142258.0
United States of America,1900,17414000.0
United States of America,1950,66101333.333333336
United States of America,2000,20053000.0
United States of America,2015,20053000.0
Vakataka Kingdom,500,77661.9007569386
Vakataka Kingdom,550,76820.85786375105
Vandal Kingdom,450,28500.0
Venezuela,1850,43000.0
Venezuela,1900,197000.0
Venezuela,1950,928000.0
Venezuela,2000,3681000.0
Venezuela,2015,3681000.0
Vijayanagara Empire,1350,265013.5043370367
Vijayanagara Empire,1400,794821.7756497298
Vijayanagara Empire,1450,988932.9149037628
Vijayanagara Empire,1500,964265.3144259889
Vijayanagara Empire,1550,765265.7823101054
Viking settlements,1050,4500.0
Visigothic Kingdom,500,67760.93989443214
Visigothic Kingdom,650,39213.48314606742
Visigothic Kingdom,700,52808.988764044945
Visigoths,400,98168.49816849816
Volga Bulgaria,950,10978.260869565218
Volga Bulgaria,1000,13695.652173913044
Volga Bulgaria,1050,16413.04347826087
Volga Bulgaria,1100,19130.434782608696
Volga Bulgaria,1150,21847.82608695652
Volga Bulgaria,1200,24565.217391304348
Warring States Japan,1500,170000.0
Warring States Japan,1550,287404.7366426677
Warring States Japan,1600,952380.901856764
Wattasid dynasty,1500,234000.0
Wattasid dynasty,1550,253859.10283541033
West Franks,850,55000.0
West Franks,950,82830.18867924529
Western Chalukya Empire,1000,50636.58795934323
Western Chalukya Empire,1050,48075.290070367475
Western Chalukya Empire,1100,195513.99218139172
Western Chalukya Empire,1150,182149.1228638445
Western Göktürks,600,145000.0
Western Göktürks,650,201410.2698174083
Western Jin,300,2295973.8796920204
Western Jin,350,679411.9844023669
Western Jin,400,921515.6515535691
Western Karakhanid Khanate,1050,112500.0
Western Kushans,250,202662.67123287672
Western Moghulistan,1550,60000.0
Western Moghulistan,1600,55000.0
Western Roman Empire,400,1393937.526338052
Western Roman Empire,450,750450.1318820798
Western Satraps,150,100000.0
Western Satraps,200,100000.0
Western Satraps,250,100000.0
Western Satraps,300,100000.0
Western Satraps,400,79343.9865433137
Western Wei,550,774127.2648470369
Western Xia,1050,77500.0
Western Xia,1100,80000.0
Western Xia,1150,80000.0
Western Xia,1200,80000.0
White Huns,450,145000.0
White Huns,500,343030.8219178082
White Huns,550,191104.45205479453
Wuyue,950,177500.0
Xionites,400,145000.0
Yadava Dynasty,1200,214452.62547895854
Yadava Dynasty,1250,203756.12809407257
Yadava Dynasty,1300,203268.5086551265
Yuan Dynasty,1300,4181149.0261828904
Yuan Dynasty,1350,4285562.650458918
Yue,-500,100000.0
Yuezhi,-100,216147.26027397258
Yuezhi,-50,214220.8904109589
Yuezhi,0,212294.5205479452
Zambia,2000,1270000.0
Zambia,2015,1270000.0
Zand Dynasty,1750,109742.57425742575
Zapotec Civilization,800,30000.0
Zayyanid dynasty,1250,40000.0
Zayyanid dynasty,1300,50000.0
Zayyanid dynasty,1400,70000.0
Zayyanid dynasty,1450,50000.0
Zayyanid dynasty,1500,65000.0
Zayyanid dynasty,1550,28125.0
Zengid dynasty,1150,272523.18540355354
Zengid dynasty,1250,45000.0
Zheng,-400,388653.6731634183
Zhou Dynasty,-1000,215745.12743628185
Zhou Dynasty,-950,234320.8395802099
Zhou Dynasty,-900,252896.5517241379
Zhou Dynasty,-850,271472.26386806596
Zhou Dynasty,-800,290047.976011994
Zirid dynasty,1100,37000.0
Zirid dynasty,1150,48000.0
Éire,1950,595000.0
Đại Việt,1550,39773.58490566038
